"","wage","education","experience","ethnicity","smsa","south","age","nearcollege","nearcollege2","nearcollege4","enrolled","married","education66","smsa66","south66","feducation","meducation","fameducation","kww","iq","parents14","library14"
"883",513,14,7,"other","yes","no",27,"yes","no","public","no","yes",10,"yes","no",12,12,"3",29,78,"both","yes"
"884",700,12,15,"other","yes","yes",33,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,10.25,"9",43,104,"singlemom",NA
"885",672,16,7,"other","yes","no",29,"yes","no","public","no","yes",12,"yes","no",14,12,"2",38,93,"both","yes"
"886",983,17,7,"other","yes","no",30,"yes","no","public","yes","no",14,"yes","no",9.9399995803833,10.25,"9",39,87,"both","yes"
"887",220,13,10,"other","no","no",29,"yes","no","private","yes","yes",13,"yes","no",12,12,"3",35,101,"both","yes"
"888",1202,18,9,"other","yes","no",33,"yes","no","private","no","yes",13,"yes","no",12,12,"3",39,134,"both","yes"
"889",667,12,12,"other","no","no",30,"yes","no","private","no","yes",11,"yes","no",12,12,"3",39,85,"both","yes"
"890",838,14,8,"afam","yes","no",28,"yes","no","private","no","yes",13,"yes","no",9.9399995803833,10.25,"9",41,NA,"other","yes"
"891",444,15,4,"other","yes","no",25,"yes","no","private","yes","yes",9,"yes","no",12,12,"3",36,104,"both","yes"
"892",543,12,7,"other","yes","no",25,"yes","no","private","no","no",10,"yes","no",10,12,"6",25,104,"both","yes"
"893",505,14,10,"other","yes","yes",30,"yes","no","private","no","yes",14,"yes","no",12,12,"3",41,NA,"both","yes"
"894",797,12,13,"other","no","no",31,"yes","no","private","no","yes",12,"yes","no",9.9399995803833,10.25,"9",37,107,"step","yes"
"895",357,9,9,"other","yes","no",24,"yes","no","private","no","yes",7,"yes","no",10,8,"8",18,NA,"both","yes"
"896",500,12,9,"other","yes","no",27,"yes","no","private","no","yes",11,"yes","no",12,8,"5",30,93,"both","yes"
"897",962,12,16,"other","yes","no",34,"yes","no","private","no","yes",12,"yes","no",9.9399995803833,8,"9",47,NA,"singlemom","yes"
"898",350,11,11,"other","yes","no",28,"yes","no","public","no","no",11,"yes","no",6,5,"8",31,94,"both","yes"
"899",313,15,3,"other","yes","no",24,"yes","no","public","no","no",8,"yes","no",6,5,"8",35,NA,"both","yes"
"900",117,16,2,"other","yes","yes",24,"yes","no","public","yes","yes",8,"yes","no",17,13,"1",34,NA,"both","yes"
"901",726,12,15,"other","yes","no",33,"yes","no","public","no","yes",12,"yes","no",10,8,"8",48,109,"both","yes"
"902",536,13,14,"afam","yes","no",33,"yes","no","public","no","yes",13,"yes","no",9.9399995803833,11,"9",31,119,"both","no"
"903",532,13,7,"afam","yes","yes",26,"yes","no","public","no","yes",11,"yes","no",12,12,"3",29,98,"both","yes"
"904",428,17,5,"afam","yes","yes",28,"yes","no","public","yes","yes",14,"yes","no",9.9399995803833,10.25,"9",32,103,"other","yes"
"905",1094,16,12,"other","yes","no",34,"yes","no","public","no","yes",14,"yes","no",15,13,"1",50,NA,"both","yes"
"906",1925,12,15,"other","yes","no",33,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,9,"9",45,NA,"singlemom","yes"
"907",850,18,8,"other","yes","yes",32,"yes","no","public","no","yes",15,"yes","no",10,12,"6",36,112,"both","yes"
"908",365,12,6,"other","yes","no",24,"yes","no","public","no","no",8,"yes","no",11,11,"7",34,NA,"both","yes"
"909",474,16,4,"other","yes","no",26,"yes","no","public","no","no",11,"yes","no",12,8,"5",29,104,"both","yes"
"910",656,13,7,"other","yes","no",26,"yes","no","public","no","yes",11,"yes","no",11,10,"7",33,96,"both","no"
"911",440,12,7,"other","yes","no",25,"yes","no","public","no","no",8,"yes","no",11,10,"7",22,NA,"both","no"
"912",462,14,5,"other","yes","no",25,"yes","no","public","no","yes",10,"yes","no",10,11,"7",38,102,"both","yes"
"913",673,16,6,"other","yes","no",28,"no","no","none","no","yes",13,"yes","no",9,10.25,"9",41,103,"step","yes"
"914",1150,12,6,"other","yes","no",24,"no","no","none","no","yes",7,"yes","no",12,12,"3",16,NA,"both","yes"
"915",800,12,13,"other","yes","no",31,"no","no","none","no","no",11,"yes","no",9.9399995803833,10.25,"9",37,95,"other","no"
"916",460,12,7,"other","yes","no",25,"no","no","none","no","no",9,"yes","no",9.9399995803833,12,"4",23,NA,"singlemom","yes"
"917",334,12,8,"other","yes","no",26,"no","yes","none","no","yes",10,"yes","no",9.9399995803833,10.25,"9",31,93,"other","yes"
"918",702,13,7,"other","yes","no",26,"no","yes","none","no","yes",11,"yes","no",6,8,"8",35,122,"both","yes"
"919",524,12,7,"other","yes","no",25,"no","yes","none","no","no",10,"yes","no",6,8,"8",37,107,"both","yes"
"920",667,7,20,"other","no","no",33,"yes","no","public","no","yes",7,"yes","no",9.9399995803833,8,"9",37,NA,"step","yes"
"921",641,18,2,"other","yes","no",26,"yes","no","private","no","yes",11,"yes","no",12,12,"3",48,NA,"both","yes"
"922",800,12,6,"other","yes","no",24,"yes","no","private","no","yes",8,"yes","no",12,12,"3",40,NA,"both","yes"
"923",577,12,14,"other","yes","no",32,"yes","yes","private","no","yes",12,"yes","no",9.9399995803833,12,"4",30,97,"both","no"
"924",423,18,8,"other","no","no",32,"yes","yes","private","no","yes",15,"yes","no",12,12,"3",41,115,"both","yes"
"925",874,18,5,"other","yes","no",29,"yes","yes","private","no","yes",13,"yes","no",9.9399995803833,10.25,"9",42,120,"other","yes"
"926",640,15,7,"other","yes","no",28,"yes","yes","private","no","yes",12,"yes","no",9.9399995803833,12,"4",29,103,"singlemom","no"
"927",1101,16,7,"other","yes","yes",29,"no","no","none","no","yes",14,"yes","no",12,14,"2",41,106,"both","yes"
"928",649,16,4,"other","yes","no",26,"no","no","none","no","yes",11,"yes","no",12,14,"2",32,96,"both","yes"
"929",450,12,8,"other","yes","yes",26,"no","no","none","no","yes",9,"yes","no",8,8,"8",39,114,"both","yes"
"930",924,12,15,"other","yes","no",33,"no","no","none","no","no",12,"yes","no",9.9399995803833,9,"9",37,NA,"both","yes"
"931",698,11,10,"other","yes","no",27,"no","no","none","no","yes",10,"yes","no",9.9399995803833,9,"9",33,86,"singlemom","yes"
"932",505,15,13,"afam","yes","no",34,"no","no","none","yes","yes",12,"yes","no",9.9399995803833,10.25,"9",27,78,"both","yes"
"933",556,16,6,"other","yes","yes",28,"no","no","none","no","yes",12,"yes","no",12,13,"2",38,110,"both","yes"
"934",375,17,2,"other","no","no",25,"no","no","none","yes","no",10,"yes","no",12,13,"2",37,132,"both","yes"
"935",673,15,7,"other","yes","yes",28,"no","no","none","no","yes",12,"yes","no",12,12,"3",34,126,"both","yes"
"936",308,13,11,"other","yes","no",30,"no","no","none","no","yes",13,"yes","no",8,8,"8",36,102,"both","yes"
"937",585,12,16,"other","yes","no",34,"no","no","none","no","yes",12,"yes","no",12,12,"3",41,87,"both","yes"
"938",781,12,6,"other","yes","no",24,"no","no","none","no","no",9,"yes","no",12,13,"2",31,89,"both","yes"
"939",656,12,9,"other","yes","no",27,"yes","no","public","no","yes",12,"yes","no",9.9399995803833,8,"9",40,106,"singlemom","yes"
"940",423,12,10,"other","yes","no",28,"yes","no","public","no","yes",12,"yes","no",8,5,"8",43,100,"both","yes"
"941",1282,16,6,"other","yes","no",28,"yes","no","public","no","yes",12,"yes","no",12,12,"3",26,98,"both","yes"
"942",962,12,7,"other","yes","no",25,"yes","no","public","no","yes",9,"yes","no",11,12,"6",30,97,"step","yes"
"943",800,12,12,"other","yes","no",30,"yes","no","public","no","yes",12,"yes","no",4,16,"6",38,111,"both","yes"
"944",750,12,15,"other","yes","no",33,"yes","no","public","no","yes",12,"yes","no",12,12,"3",40,100,"both","yes"
"945",647,18,5,"other","yes","no",29,"yes","no","public","no","no",14,"yes","no",12,12,"3",39,110,"both","yes"
"946",938,12,11,"other","yes","no",29,"yes","no","public","no","no",12,"yes","no",10,12,"6",38,114,"both","yes"
"947",537,17,5,"other","yes","no",28,"yes","no","public","yes","no",13,"no","no",17,12,"2",43,135,"both","yes"
"948",290,15,3,"other","yes","no",24,"yes","no","private","yes","no",9,"yes","no",13,16,"1",39,121,"both","yes"
"949",192,12,11,"other","no","yes",29,"yes","no","private","no","yes",11,"no","yes",6,8,"8",33,95,"both","no"
"950",818,18,6,"other","yes","no",30,"yes","no","private","no","yes",14,"yes","no",9.9399995803833,10.25,"9",35,116,"step","yes"
"951",813,18,6,"other","yes","no",30,"yes","no","private","no","yes",13,"yes","no",9.9399995803833,13,"4",45,98,"step","yes"
"952",727,12,11,"other","yes","no",29,"yes","no","private","no","yes",11,"yes","no",10,12,"6",28,90,"both","yes"
"953",1125,12,6,"other","yes","no",24,"yes","no","private","no","yes",9,"yes","no",10,12,"6",33,116,"both","yes"
"954",615,17,5,"afam","yes","no",28,"yes","no","private","yes","yes",12,"yes","no",14,10.25,"5",32,110,"other","yes"
"955",403,12,8,"afam","yes","no",26,"yes","no","private","no","no",10,"yes","no",14,10.25,"5",23,97,"other","no"
"956",705,11,9,"other","yes","no",26,"yes","no","private","no","yes",10,"yes","no",8,9,"8",24,89,"both","yes"
"957",337,15,6,"other","yes","no",27,"yes","no","private","yes","yes",11,"yes","no",11,12,"6",33,105,"both","yes"
"958",833,17,5,"other","yes","no",28,"yes","no","private","no","yes",12,"yes","no",11,12,"6",44,117,"both","no"
"959",192,17,3,"other","yes","no",26,"yes","no","private","yes","yes",11,"yes","no",11,12,"6",37,75,"both","yes"
"960",730,12,8,"other","yes","no",26,"yes","no","private","no","yes",10,"yes","no",12,12,"3",23,87,"both","no"
"961",542,10,10,"other","yes","no",26,"yes","no","private","no","yes",9,"yes","no",9,11,"7",23,74,"both","yes"
"962",823,12,10,"other","no","no",28,"yes","no","private","no","yes",11,"no","no",11,11,"7",45,91,"both","yes"
"963",438,12,8,"other","yes","yes",26,"yes","no","private","no","yes",10,"no","no",11,11,"7",38,90,"both","yes"
"964",735,14,4,"other","yes","yes",24,"yes","no","private","no","yes",8,"no","no",11,11,"7",27,NA,"both","yes"
"965",427,16,2,"other","yes","no",24,"yes","no","private","no","no",9,"no","no",14,12,"2",31,112,"both","yes"
"966",340,12,12,"other","no","no",30,"yes","no","private","no","yes",12,"no","no",11,12,"6",38,90,"both","yes"
"967",481,13,15,"other","yes","yes",34,"yes","no","private","no","yes",13,"no","no",14,11,"5",29,130,"both","yes"
"968",817,16,10,"other","yes","no",32,"yes","no","private","no","yes",15,"no","no",10,12,"6",51,108,"both","yes"
"969",500,12,10,"other","no","no",28,"yes","no","private","no","yes",10,"no","no",12,12,"3",34,86,"both","yes"
"970",543,12,7,"afam","yes","no",25,"yes","no","private","no","yes",9,"no","no",9.9399995803833,10.25,"9",30,101,"other","no"
"971",447,16,4,"other","yes","no",26,"yes","no","private","no","yes",11,"no","no",9.9399995803833,11,"9",37,125,"singlemom","no"
"972",217,15,4,"other","no","no",25,"yes","no","private","no","yes",9,"no","no",9.9399995803833,11,"9",24,94,"step","yes"
"973",275,8,12,"other","yes","no",26,"yes","no","private","no","yes",7,"yes","no",3,6,"8",18,NA,"step","no"
"974",352,15,3,"afam","yes","no",24,"yes","no","private","yes","no",9,"yes","no",8,10,"8",22,109,"both","no"
"975",721,12,11,"other","no","no",29,"yes","no","private","no","yes",12,"no","no",8,10,"8",31,98,"both","no"
"976",1008,12,9,"other","no","no",27,"yes","no","private","no","yes",11,"no","no",3,8,"8",36,NA,"both","yes"
"977",654,17,6,"other","yes","no",29,"yes","no","private","yes","yes",13,"no","no",8,12,"6",36,114,"both","no"
"978",803,16,4,"other","yes","no",26,"yes","no","private","no","yes",11,"yes","no",9.9399995803833,16,"4",27,125,"both","yes"
"979",570,12,9,"other","yes","no",27,"yes","no","private","no","yes",11,"yes","no",8,12,"6",28,100,"both","yes"
"980",600,16,3,"other","yes","no",25,"yes","no","private","no","yes",10,"yes","no",12,12,"3",29,104,"both","yes"
"981",645,12,6,"other","yes","no",24,"yes","no","public","no","yes",8,"yes","no",9.9399995803833,10.25,"9",35,NA,"step","yes"
"982",450,13,7,"other","yes","no",26,"yes","no","public","no","yes",11,"yes","no",14,10,"5",35,112,"both","yes"
"983",445,13,7,"other","yes","yes",26,"yes","no","public","no","no",10,"yes","no",9.9399995803833,2,"9",27,100,"both","no"
"984",590,15,8,"other","no","no",29,"yes","no","public","no","yes",13,"yes","no",12,11,"5",37,104,"both","yes"
"985",721,14,5,"other","yes","no",25,"yes","no","public","no","yes",10,"yes","no",8,12,"6",35,97,"both","yes"
"986",693,12,14,"other","yes","no",32,"yes","no","private","no","yes",12,"yes","no",8,8,"8",33,120,"both","yes"
"987",529,13,7,"other","yes","yes",26,"yes","no","private","no","no",11,"yes","no",8,8,"8",38,134,"both","yes"
"988",470,9,15,"other","yes","no",30,"yes","no","private","no","yes",9,"yes","no",8,8,"8",28,92,"both","no"
"989",481,16,4,"other","yes","no",26,"yes","no","private","no","yes",10,"yes","no",16,13,"1",34,129,"both","yes"
"990",462,16,3,"other","yes","no",25,"yes","no","private","no","yes",9,"yes","no",16,13,"1",31,122,"both","yes"
"991",554,17,10,"other","yes","no",33,"yes","no","private","yes","yes",16,"yes","no",6,9,"8",45,NA,"both","yes"
"992",865,14,12,"other","yes","no",32,"yes","no","private","no","no",12,"no","no",12,12,"3",42,118,"both","no"
"993",713,16,8,"other","no","no",30,"yes","no","private","no","yes",13,"no","no",9.9399995803833,12,"4",42,101,"singlemom","yes"
"994",740,12,6,"other","no","no",24,"yes","no","private","no","yes",9,"no","no",9.9399995803833,12,"4",37,107,"singlemom","yes"
"995",817,14,8,"other","yes","no",28,"yes","no","private","no","no",12,"no","no",9.9399995803833,10,"9",NA,92,"step","yes"
"996",677,12,16,"other","yes","no",34,"yes","no","private","no","yes",12,"yes","no",11,12,"6",37,92,"both","yes"
"997",797,16,7,"other","yes","no",29,"yes","no","private","yes","yes",14,"yes","no",12,12,"3",43,121,"both","yes"
"998",769,13,5,"other","yes","no",24,"yes","no","private","yes","yes",9,"yes","no",13,17,"1",27,102,"both","yes"
"999",462,16,3,"other","yes","no",25,"yes","no","private","no","yes",9,"yes","no",12,16,"2",33,118,"both","yes"
"1000",519,14,4,"other","yes","no",24,"yes","no","private","no","yes",8,"no","no",12,12,"3",28,NA,"both","yes"
"1001",393,12,7,"other","no","no",25,"yes","no","private","no","yes",9,"no","no",12,10.25,"5",38,100,"both","yes"
"1002",800,13,13,"other","yes","yes",32,"yes","no","private","no","yes",13,"no","no",9,7,"8",37,92,"both","yes"
"1003",673,17,4,"other","yes","no",27,"no","yes","none","no","yes",12,"no","no",14,12,"2",38,108,"both","yes"
"1004",481,16,11,"other","no","no",33,"no","yes","none","yes","yes",16,"no","no",9.9399995803833,10.25,"9",41,121,"both","yes"
"1005",911,12,14,"other","no","no",32,"no","yes","none","no","yes",12,"no","no",8,12,"6",42,119,"both","yes"
"1006",481,12,7,"other","no","no",25,"no","yes","none","no","yes",10,"no","no",8,8,"8",33,NA,"both","no"
"1007",500,11,16,"other","no","no",33,"no","yes","none","no","yes",11,"no","no",8,8,"8",32,NA,"both","no"
"1008",385,16,2,"other","no","no",24,"no","yes","none","no","yes",9,"no","no",12,12,"3",39,106,"both","yes"
"1009",436,12,6,"other","yes","no",24,"no","yes","none","no","yes",9,"no","no",12,11,"5",24,98,"both","no"
"1010",526,12,7,"other","no","no",25,"no","yes","none","no","yes",9,"no","no",7,8,"8",29,109,"both","no"
"1011",913,14,9,"other","no","no",29,"no","yes","none","no","no",13,"no","no",12,8,"5",37,NA,"both","no"
"1012",542,16,3,"other","no","no",25,"no","yes","none","no","no",10,"no","no",12,15,"2",28,120,"both","no"
"1013",769,13,9,"other","no","no",28,"no","yes","none","no","yes",12,"no","no",4,16,"6",36,127,"both","yes"
"1014",226,12,6,"other","no","no",24,"no","yes","none","no","no",7,"no","no",8,8,"8",26,NA,"both","no"
"1015",711,18,3,"other","no","no",27,"no","yes","none","no","yes",12,"yes","no",12,12,"3",24,101,"both","yes"
"1016",346,18,10,"other","no","no",34,"no","no","none","no","yes",12,"no","no",8,8,"8",43,108,"both","no"
"1017",787,12,14,"other","no","no",32,"no","no","none","no","yes",12,"no","no",8,8,"8",41,91,"both","yes"
"1018",455,14,6,"other","yes","no",26,"no","no","none","no","yes",11,"no","no",10,12,"6",38,118,"step","yes"
"1019",460,16,2,"other","yes","no",24,"no","no","none","no","no",8,"no","no",10,12,"6",25,110,"step","yes"
"1020",277,13,7,"other","no","no",26,"no","no","none","no","yes",11,"no","no",9.9399995803833,14,"4",37,119,"singlemom","yes"
"1021",808,17,11,"other","yes","no",34,"no","no","none","no","yes",16,"no","no",8,12,"6",43,103,"both","yes"
"1022",624,14,7,"other","no","no",27,"no","no","none","no","yes",12,"no","no",12,14,"2",33,103,"both","yes"
"1023",697,12,8,"other","yes","no",26,"no","no","none","no","yes",11,"no","no",8,12,"6",40,104,"both","yes"
"1024",378,14,6,"other","no","no",26,"no","no","none","no","yes",10,"no","no",8,12,"6",32,108,"both","yes"
"1025",473,12,6,"other","no","no",24,"no","no","none","no","yes",9,"no","no",8,12,"6",33,118,"both","no"
"1026",425,12,6,"other","no","no",24,"no","no","none","no","yes",9,"no","no",8,12,"6",21,98,"both","no"
"1027",649,16,2,"other","no","no",24,"no","no","none","no","yes",9,"no","no",8,12,"6",25,120,"both","yes"
"1028",491,15,4,"other","yes","no",25,"no","no","none","no","yes",9,"yes","no",12,15,"2",25,144,"both","yes"
"1029",924,18,2,"other","no","no",26,"no","no","none","no","no",12,"no","no",12,16,"2",25,NA,"step","yes"
"1030",350,12,6,"other","no","no",24,"no","no","none","no","yes",9,"no","no",12,10,"5",38,NA,"both","no"
"1031",600,13,6,"other","no","no",25,"no","no","none","no","yes",9,"no","no",13,12,"2",27,NA,"both","no"
"1032",429,9,16,"other","no","no",31,"no","no","none","no","yes",9,"no","no",3,7,"8",30,NA,"both","no"
"1033",500,12,8,"other","no","no",26,"no","no","none","no","yes",9,"no","no",2,7,"8",20,100,"both","no"
"1034",500,9,9,"other","no","no",24,"no","no","none","no","no",8,"no","no",2,7,"8",12,NA,"both","no"
"1035",350,8,20,"other","no","no",34,"no","no","none","no","yes",8,"no","no",8,8,"8",39,NA,"both","no"
"1036",370,14,7,"other","no","no",27,"no","no","none","no","yes",11,"no","no",8,10,"8",32,86,"both","yes"
"1037",380,16,2,"other","no","no",24,"no","no","none","no","yes",8,"no","no",8,12,"6",21,NA,"both","yes"
"1038",250,14,5,"other","no","no",25,"no","no","none","no","yes",9,"no","no",9,12,"6",30,NA,"both","yes"
"1039",506,18,6,"other","yes","no",30,"no","no","none","no","yes",15,"yes","no",6,8,"8",40,122,"both","yes"
"1040",619,12,9,"other","yes","no",27,"no","no","none","yes","yes",10,"no","no",12,13,"2",35,98,"both","yes"
"1041",381,16,2,"other","no","no",24,"no","no","none","yes","yes",8,"no","no",12,13,"2",28,NA,"both","yes"
"1042",361,12,12,"other","no","no",30,"no","no","none","no","yes",12,"no","no",9.9399995803833,13,"4",37,101,"both","yes"
"1043",588,12,10,"other","yes","no",28,"no","no","none","no","yes",12,"no","no",9.9399995803833,8,"9",33,117,"singlemom","yes"
"1044",350,12,6,"other","yes","no",24,"no","no","none","no","yes",9,"no","no",9.9399995803833,8,"9",35,119,"singlemom","yes"
"1045",484,12,14,"other","yes","no",32,"no","no","none","no","yes",12,"yes","no",8,12,"6",37,105,"both","yes"
"1046",835,11,17,"other","no","no",34,"no","no","none","no","yes",11,"no","no",6,9,"8",37,104,"both","no"
"1047",535,10,13,"other","yes","no",29,"no","no","none","no","yes",8,"no","no",8,12,"6",22,NA,"both","yes"
